taxa	taxid	superkingdom	clade	kingdom	family	genus
Methanospirillum hungatei	2203	Archaea	Stenosarchaea group	NA	Methanospirillaceae	Methanospirillum
Haloarcula hispanica	51589	Archaea	Stenosarchaea group	NA	Haloarculaceae	Haloarcula
Haloarcula sp. JP-L23	2716717	Archaea	Stenosarchaea group	NA	Haloarculaceae	Haloarcula
Methanobrevibacter arboriphilus	39441	Archaea	Methanomada group	NA	Methanobacteriaceae	Methanobrevibacter
Methanosphaera sp. BMS	1789762	Archaea	Methanomada group	NA	Methanobacteriaceae	Methanosphaera
Methanocaldococcus bathoardescens	1301915	Archaea	Methanomada group	NA	Methanocaldococcaceae	Methanocaldococcus
Thermococcus sp. IOH2	2866384	Archaea	NA	NA	Thermococcaceae	Thermococcus
Acidianus brierleyi	41673	Archaea	TACK group	NA	Sulfolobaceae	Acidianus
Candidatus Nitrosocosmicus oleophilus	1353260	Archaea	TACK group	NA	Nitrososphaeraceae	Candidatus Nitrosocosmicus
Candidatus Prometheoarchaeum syntrophicum	2594042	Archaea	Asgard group	NA	NA	Candidatus Prometheoarchaeum
Shamonda orthobunyavirus	159150	Viruses	Riboviria	Orthornavirae	Peribunyaviridae	Orthobunyavirus
Equine infectious anemia virus	11665	Viruses	Riboviria	Pararnavirae	Retroviridae	Lentivirus
Wuhan cricket virus 2	1923697	Viruses	Riboviria	NA	NA	NA
Ateline alphaherpesvirus 1	35243	Viruses	Duplodnaviria	Heunggongvirae	Herpesviridae	Simplexvirus
Elephant endotheliotropic herpesvirus 4	548914	Viruses	Duplodnaviria	Heunggongvirae	Herpesviridae	Proboscivirus
Ictalurid herpesvirus 2	508441	Viruses	Duplodnaviria	Heunggongvirae	Alloherpesviridae	Ictalurivirus
Kochikohdavirus EF24C	2560419	Viruses	Duplodnaviria	Heunggongvirae	Herelleviridae	Kochikohdavirus
Spodoptera exigua multiple nucleopolyhedrovirus	10454	Viruses	NA	NA	Baculoviridae	Alphabaculovirus
Pandoravirus salinus	1349410	Viruses	NA	NA	NA	Pandoravirus
Phaeocystis globosa virus	251749	Viruses	Varidnaviria	Bamfordvirae	Phycodnaviridae	Prymnesiovirus
Nile crocodilepox virus	1285600	Viruses	Varidnaviria	Bamfordvirae	Poxviridae	Crocodylidpoxvirus
Natrinema virus SNJ1	1723446	Viruses	Varidnaviria	Helvetiavirae	Sphaerolipoviridae	Betasphaerolipovirus
Sinsheimervirus phiX174	10847	Viruses	Monodnaviria	Sangervirae	Microviridae	Sinsheimervirus
Fusarium graminearum	5518	Eukaryota	Opisthokonta	Fungi	Nectriaceae	Fusarium
Pyricularia oryzae	318829	Eukaryota	Opisthokonta	Fungi	Pyriculariaceae	Pyricularia
Talaromyces stipitatus	28564	Eukaryota	Opisthokonta	Fungi	Trichocomaceae	Talaromyces
Cryptococcus gattii VGI	37769	Eukaryota	Opisthokonta	Fungi	Cryptococcaceae	Cryptococcus
Mitosporidium daphniae	1485682	Eukaryota	Opisthokonta	Fungi	NA	Mitosporidium
Vavraia culicis	103449	Eukaryota	Opisthokonta	Fungi	Pleistophoridae	Vavraia
Batrachochytrium dendrobatidis	109871	Eukaryota	Opisthokonta	Fungi	NA	Batrachochytrium
Hammondia hammondi	99158	Eukaryota	Sar	NA	Sarcocystidae	Hammondia
Cryptosporidium muris	5808	Eukaryota	Sar	NA	Cryptosporidiidae	Cryptosporidium
Cytauxzoon felis	27996	Eukaryota	Sar	NA	Theileriidae	Cytauxzoon
Phytophthora infestans	4787	Eukaryota	Sar	NA	Peronosporaceae	Phytophthora
Pythium arrhenomanes	82932	Eukaryota	Sar	NA	Pythiaceae	Pythium
Leishmania major	5664	Eukaryota	Discoba	NA	Trypanosomatidae	Leishmania
Leishmania sp. MAR LEM2494	1303197	Eukaryota	Discoba	NA	Trypanosomatidae	Leishmania
Bacillus halotolerans	260554	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. KH172YL63	2709784	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus shivajii	1983719	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Cytobacillus ciccensis	1670641	NA	NA	NA	NA	NA
Virgibacillus phasianinus	2017483	Bacteria	Terrabacteria group	NA	Bacillaceae	Virgibacillus
Parageobacillus thermoglucosidasius	1426	Bacteria	Terrabacteria group	NA	Bacillaceae	Parageobacillus
Lederbergia lenta	1467	Bacteria	Terrabacteria group	NA	Bacillaceae	Lederbergia
Hydrogenibacillus sp. N12	2866627	Bacteria	Terrabacteria group	NA	Bacillales Family X. Incertae Sedis	Hydrogenibacillus
Psychrobacillus sp. AK 1817	2303505	Bacteria	Terrabacteria group	NA	Bacillaceae	Psychrobacillus
Aeribacillus pallidus	33936	Bacteria	Terrabacteria group	NA	Bacillaceae	Aeribacillus
Halobacillus litoralis	45668	Bacteria	Terrabacteria group	NA	Bacillaceae	Halobacillus
Geobacillus stearothermophilus	1422	Bacteria	Terrabacteria group	NA	Bacillaceae	Geobacillus
Staphylococcus lloydii	2781774	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus felis	46127	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus xylosus	1288	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus sp. 17KM0847	2583989	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Macrococcus canis	1855823	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Macrococcus
Macrococcus armenti	2875764	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Macrococcus
Gemella sp. oral taxon 928	1785995	Bacteria	Terrabacteria group	NA	NA	Gemella
Paenibacillus sp. DR312	2871175	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus uliginis	683737	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus larvae	1464	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus stellifer	169760	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Sporosarcina pasteurii	1474	Bacteria	Terrabacteria group	NA	Planococcaceae	Sporosarcina
Sporosarcina sp. PTS2304	2283194	Bacteria	Terrabacteria group	NA	Planococcaceae	Sporosarcina
Sporosarcina ureilytica	298596	Bacteria	Terrabacteria group	NA	Planococcaceae	Sporosarcina
Paenisporosarcina antarctica	417367	Bacteria	Terrabacteria group	NA	Planococcaceae	Paenisporosarcina
Listeria seeligeri	1640	Bacteria	Terrabacteria group	NA	Listeriaceae	Listeria
Streptococcus sp. oral taxon 064	712624	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus mutans	1309	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus marmotae	1825069	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus himalayensis	1888195	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus pasteurianus	197614	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus uberis	1349	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus parauberis	1348	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Lactobacillus helsingborgensis	1218494	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Limosilactobacillus gastricus	227942	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Limosilactobacillus
Pediococcus inopinatus	114090	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Pediococcus
Weissella hellenica	46256	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Weissella
Lactiplantibacillus paraplantarum	60520	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactiplantibacillus
Lactiplantibacillus pentosus	1589	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactiplantibacillus
Latilactobacillus curvatus	28038	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Latilactobacillus
Acetilactobacillus jinshanensis	1720083	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Acetilactobacillus
Companilactobacillus alimentarius	1602	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Companilactobacillus
Paucilactobacillus hokkaidonensis	1193095	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Paucilactobacillus
Carnobacterium maltaromaticum	2751	Bacteria	Terrabacteria group	NA	Carnobacteriaceae	Carnobacterium
Enterococcus raffinosus	71452	Bacteria	Terrabacteria group	NA	Enterococcaceae	Enterococcus
Enterococcus thailandicus	417368	Bacteria	Terrabacteria group	NA	Enterococcaceae	Enterococcus
Tetragenococcus osmophilus	526944	Bacteria	Terrabacteria group	NA	Enterococcaceae	Tetragenococcus
Aerococcus sanguinicola	119206	Bacteria	Terrabacteria group	NA	Aerococcaceae	Aerococcus
Selenomonas timonae	2754044	Bacteria	Terrabacteria group	NA	Selenomonadaceae	Selenomonas
Clostridioides sp. ES-S-0054-01	2770780	Bacteria	Terrabacteria group	NA	Peptostreptococcaceae	Clostridioides
Blautia producta	33035	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Blautia
Blautia sp. SC05B48	2479767	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Blautia
Anaerostipes caccae	105841	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Anaerostipes
Anaerocolumna cellulosilytica	433286	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Anaerocolumna
Clostridium sp. JN-1	2483110	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium sp. JN-9	2507159	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium intestinale	36845	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium acetobutylicum	1488	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium manihotivorum	2320868	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium taeniosporum	394958	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Crassaminicella profunda	1286698	Bacteria	Terrabacteria group	NA	Clostridiaceae	Crassaminicella
Crassaminicella thermophila	2599308	Bacteria	Terrabacteria group	NA	Clostridiaceae	Crassaminicella
Hathewaya histolytica	1498	Bacteria	Terrabacteria group	NA	Clostridiaceae	Hathewaya
Fenollaria sporofastidiosus	2811778	Bacteria	Terrabacteria group	NA	NA	Fenollaria
Flintibacter sp. KGMB00164	2610895	Bacteria	Terrabacteria group	NA	NA	Flintibacter
Acetivibrio clariflavus	288965	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Acetivibrio
Fastidiosipila sanguinis	236753	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Fastidiosipila
Syntrophothermus lipocalidus	86170	Bacteria	Terrabacteria group	NA	Syntrophomonadaceae	Syntrophothermus
Dehalobacter restrictus	55583	Bacteria	Terrabacteria group	NA	Desulfitobacteriaceae	Dehalobacter
Desulfosporosinus youngiae	339862	Bacteria	Terrabacteria group	NA	Desulfitobacteriaceae	Desulfosporosinus
Christensenella sp. Marseille-P3954	2086585	Bacteria	Terrabacteria group	NA	Christensenellaceae	Christensenella
Petrocella atlantisensis	2173034	Bacteria	Terrabacteria group	NA	Vallitaleaceae	Petrocella
Heliorestis convoluta	356322	Bacteria	Terrabacteria group	NA	Heliobacteriaceae	Heliorestis
Thermoanaerobacterium sp. RBIITD	1550240	Bacteria	Terrabacteria group	NA	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium
Caldicellulosiruptor kronotskyensis	413889	Bacteria	Terrabacteria group	NA	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor
Erysipelothrix inopinata	225084	Bacteria	Terrabacteria group	NA	Erysipelotrichaceae	Erysipelothrix
Intestinibaculum porci	2487118	Bacteria	Terrabacteria group	NA	Erysipelotrichaceae	Intestinibaculum
Turicibacter sp. H121	1712675	Bacteria	Terrabacteria group	NA	Turicibacteraceae	Turicibacter
Mycobacterium avium	1764	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycolicibacterium phlei	1771	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium poriferae	39694	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacter hiberniae	29314	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacter
Corynebacterium sp. ATCC 6931	1487956	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium humireducens	1223514	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium camporealensis	161896	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium macginleyi	38290	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium falsenii	108486	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium provencense	1737425	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium zhongnanshanii	2768834	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Nocardia sp. CS682	1047172	Bacteria	Terrabacteria group	NA	Nocardiaceae	Nocardia
Gordonia pseudoamarae	2831662	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Gordonia sp. YC-JH1	2059875	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Segniliparus rotundus	286802	Bacteria	Terrabacteria group	NA	Segniliparaceae	Segniliparus
Tomitella gaofuii	2760083	Bacteria	Terrabacteria group	NA	NA	Tomitella
Actinomyces sp. oral taxon 169	712116	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Actinomyces sp. Z16	2079536	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Varibaculum prostatecancerukia	2811781	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Varibaculum
Kocuria sp. TGY1127_2	2711328	Bacteria	Terrabacteria group	NA	Micrococcaceae	Kocuria
Arthrobacter sp. FW306-2-2C-D06B	2879618	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter dokdonellae	2211210	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Microbacterium sp. cx-55	2875948	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium sp. ABRD_28	2268461	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium hominis	162426	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium sediminis	904291	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium oryzae	743009	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Leucobacter sp. Psy1	2875729	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Leucobacter
Leifsonia sp. PS1209	2724914	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Leifsonia
Herbiconiux sp. SALV-R1	2735133	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Herbiconiux
Microcella alkaliphila	279828	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microcella
Rathayibacter tanaceti	1671680	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Rathayibacter
Agromyces sp. CFWR-12	2929802	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Agromyces
Brachybacterium avium	2017485	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Brachybacterium
Brachybacterium sp. CBA3105	2887346	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Brachybacterium
Ornithinimicrobium sp. HY006	2508882	Bacteria	Terrabacteria group	NA	Ornithinimicrobiaceae	Ornithinimicrobium
Cellulomonas sp. Y8	2591145	Bacteria	Terrabacteria group	NA	Cellulomonadaceae	Cellulomonas
Cellulomonas sp. zg-ZUI157	2819979	Bacteria	Terrabacteria group	NA	Cellulomonadaceae	Cellulomonas
Janibacter melonis	262209	Bacteria	Terrabacteria group	NA	Intrasporangiaceae	Janibacter
Dermacoccus nishinomiyaensis	1274	Bacteria	Terrabacteria group	NA	Dermacoccaceae	Dermacoccus
Dermacoccus sp. PAMC28757	2762331	Bacteria	Terrabacteria group	NA	Dermacoccaceae	Dermacoccus
Xylanimonas cellulosilytica	186189	Bacteria	Terrabacteria group	NA	Promicromonosporaceae	Xylanimonas
Dermatophilus congolensis	1863	Bacteria	Terrabacteria group	NA	Dermatophilaceae	Dermatophilus
Bifidobacterium scardovii	158787	Bacteria	Terrabacteria group	NA	Bifidobacteriaceae	Bifidobacterium
Nocardioides sp. JQ2195	2592334	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides sp. 603	2483798	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides mesophilus	433659	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Micropruina glycogenica	75385	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Micropruina
Microlunatus phosphovorus	29405	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Microlunatus
Arachnia rubra	1547448	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Arachnia
Streptomyces sp. CCM_MD2014	1561022	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. JB150	2714844	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. SAT1	1849967	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. S8	1837283	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. P3	2135430	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. NEAU-S7GS2	2202000	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. A2-16	2781734	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. CB01881	2078691	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. RerS4	2942449	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. MG28	2865673	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces aurantiacus	47760	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces koyangensis	188770	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces nodosus	40318	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces hundungensis	1077946	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces chartreusis	1969	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces vietnamensis	362257	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces durmitorensis	319947	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces lividans	1916	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces antibioticus	1890	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces albus	1888	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptacidiphilus sp. P02-A3a	2704468	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptacidiphilus
Pseudonocardia sp. HH130630-07	1690815	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Pseudonocardia
Saccharomonospora xinjiangensis	75294	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Saccharomonospora
Saccharomonospora marina	632569	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Saccharomonospora
Nocardiopsis sp. MT53	2865672	Bacteria	Terrabacteria group	NA	Nocardiopsaceae	Nocardiopsis
Nocardiopsis alba	53437	Bacteria	Terrabacteria group	NA	Nocardiopsaceae	Nocardiopsis
Nonomuraea nitratireducens	2656914	NA	NA	NA	NA	NA
Actinoplanes sp. L3-i22	2836373	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Actinoplanes
Micromonospora ferruginea	2749844	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Micromonospora
Stackebrandtia nassauensis	283811	Bacteria	Terrabacteria group	NA	Glycomycetaceae	Stackebrandtia
Jiangella alkaliphila	419479	Bacteria	Terrabacteria group	NA	Jiangellaceae	Jiangella
Kineococcus radiotolerans	131568	Bacteria	Terrabacteria group	NA	Kineosporiaceae	Kineococcus
Catenulispora acidiphila	304895	Bacteria	Terrabacteria group	NA	Catenulisporaceae	Catenulispora
Olsenella timonensis	1805478	Bacteria	Terrabacteria group	NA	Atopobiaceae	Olsenella
Atopobium sp. oral taxon 416	712157	Bacteria	Terrabacteria group	NA	Atopobiaceae	Atopobium
Ilumatobacter coccineus	467094	Bacteria	Terrabacteria group	NA	Ilumatobacteraceae	Ilumatobacter
Egibacter rhizosphaerae	1670831	Bacteria	Terrabacteria group	NA	Egibacteraceae	Egibacter
Mycoplasma crocodyli	50052	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasma
Mycoplasma gallisepticum	2096	Bacteria	Terrabacteria group	NA	Metamycoplasmataceae	Mycoplasmoides
Mycoplasma phocoenae	754517	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasma
Mycoplasma ovis	171632	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasma
Mycoplasmopsis synoviae	2109	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasmopsis
Mycoplasmopsis pulmonis	2107	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasmopsis
Mycoplasmopsis bovigenitalium	2112	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasmopsis
Mycoplasmopsis californica	2113	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasmopsis
Mycoplasmopsis canis	29555	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasmopsis
Mycoplasmopsis maculosa	114885	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasmopsis
Mycoplasmopsis columbina	114881	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasmopsis
Mesomycoplasma mobile	2118	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mesomycoplasma
Candidatus Hepatoplasma crinochetorum	295596	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Candidatus Hepatoplasma
Spiroplasma eriocheiris	315358	Bacteria	Terrabacteria group	NA	Spiroplasmataceae	Spiroplasma
Spiroplasma platyhelix	301585	Bacteria	Terrabacteria group	NA	Spiroplasmataceae	Spiroplasma
Spiroplasma alleghenense	216931	Bacteria	Terrabacteria group	NA	Spiroplasmataceae	Spiroplasma
Spiroplasma diminutum	216936	Bacteria	Terrabacteria group	NA	Spiroplasmataceae	Spiroplasma
Mesoplasma tabanidae	219745	Bacteria	Terrabacteria group	NA	Entomoplasmataceae	Mesoplasma
Aster yellows witches'-broom phytoplasma	229545	Bacteria	Terrabacteria group	NA	Acholeplasmataceae	Candidatus Phytoplasma
Candidatus Phytoplasma australiense	59748	Bacteria	Terrabacteria group	NA	Acholeplasmataceae	Candidatus Phytoplasma
Haploplasma axanthum	29552	Bacteria	Terrabacteria group	NA	Acholeplasmataceae	Haploplasma
Synechococcus sp. LA31	2741953	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Nostoc sp. NIES-2111	1973475	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Nostoc sp. UHCC 0870	2914041	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Nostoc sp. MS1	2764711	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Nostoc sp. NIES-3756	1751286	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Nostoc sp. 'Peltigera membranacea cyanobiont' N6	1261031	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Cylindrospermum stagnale	142864	Bacteria	Terrabacteria group	NA	Nostocaceae	Cylindrospermum
Calothrix parasitica	1973486	Bacteria	Terrabacteria group	NA	Calotrichaceae	Calothrix
Dolichospermum sp. UHCC 0315A	1914871	Bacteria	Terrabacteria group	NA	Aphanizomenonaceae	Dolichospermum
Planktothrix agardhii	1160	Bacteria	Terrabacteria group	NA	Microcoleaceae	Planktothrix
Planktothrix rubescens	59512	Bacteria	Terrabacteria group	NA	Microcoleaceae	Planktothrix
Microcoleus vaginatus	119532	Bacteria	Terrabacteria group	NA	Microcoleaceae	Microcoleus
Crinalium epipsammum	241425	Bacteria	Terrabacteria group	NA	Gomontiellaceae	Crinalium
Gloeothece citriformis	2546356	Bacteria	Terrabacteria group	NA	Aphanothecaceae	Gloeothece
Cyanobacterium aponinum	379064	Bacteria	Terrabacteria group	NA	Geminocystaceae	Cyanobacterium
Leptolyngbya sp. PCC 7376	111781	Bacteria	Terrabacteria group	NA	Leptolyngbyaceae	Leptolyngbya
Kovacikia minuta	2931930	Bacteria	Terrabacteria group	NA	Leptolyngbyaceae	Kovacikia
cyanobacterium endosymbiont of Rhopalodia gibberula	1763363	Bacteria	Terrabacteria group	NA	NA	NA
Meiothermus silvanus	52022	Bacteria	Terrabacteria group	NA	Thermaceae	Allomeiothermus
Meiothermus ruber	277	Bacteria	Terrabacteria group	NA	Thermaceae	Meiothermus
Thermus thermophilus	274	Bacteria	Terrabacteria group	NA	Thermaceae	Thermus
Deinococcus sp. KNUC1210	2917691	Bacteria	Terrabacteria group	NA	Deinococcaceae	Deinococcus
Deinococcus geothermalis	68909	Bacteria	Terrabacteria group	NA	Deinococcaceae	Deinococcus
Caldilinea aerophila	133453	Bacteria	Terrabacteria group	NA	Caldilineaceae	Caldilinea
Enterobacter oligotrophicus	2478464	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Citrobacter sp. CRE-46	1703250	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter sp. RHBSTW-01044	2742678	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter cronae	1748967	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Candidatus Blochmannia vicinus	251540	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Blochmannia
Shigella boydii	621	Bacteria	NA	NA	Enterobacteriaceae	Shigella
Enterobacteriaceae endosymbiont of Plateumaris pusilla	2675795	Bacteria	NA	NA	Enterobacteriaceae	NA
Enterobacteriaceae endosymbiont of Plateumaris braccata	2675793	Bacteria	NA	NA	Enterobacteriaceae	NA
Cronobacter sakazakii	28141	Bacteria	NA	NA	Enterobacteriaceae	Cronobacter
Leclercia sp. LSNIH3	1920116	Bacteria	NA	NA	Enterobacteriaceae	Leclercia
Candidatus Riesia pediculischaeffi	428411	Bacteria	NA	NA	Enterobacteriaceae	Candidatus Riesia
Serratia surfactantfaciens	2741499	Bacteria	NA	NA	Yersiniaceae	Serratia
Yersinia intermedia	631	Bacteria	NA	NA	Yersiniaceae	Yersinia
Rahnella aquatilis	34038	Bacteria	NA	NA	Yersiniaceae	Rahnella
Proteus penneri	102862	Bacteria	NA	NA	Morganellaceae	Proteus
Xenorhabdus bovienii	40576	Bacteria	NA	NA	Morganellaceae	Xenorhabdus
Xenorhabdus budapestensis	290110	Bacteria	NA	NA	Morganellaceae	Xenorhabdus
Photorhabdus thracensis	230089	Bacteria	NA	NA	Morganellaceae	Photorhabdus
Moellerella wisconsensis	158849	Bacteria	NA	NA	Morganellaceae	Moellerella
Mixta gaviniae	665914	Bacteria	NA	NA	Erwiniaceae	Mixta
