taxa	taxid	superkingdom	clade	kingdom	family	genus
Clostridium sp. JN-9	2507159	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium sp. DL-VIII	641107	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium sp. C5S11	704125	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium thermarum	1716543	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium acetobutylicum	1488	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium aceticum	84022	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium aurantibutyricum	1551	NA	NA	NA	NA	NA
Clostridium fermenticellae	2068654	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium cellulovorans	1493	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium baratii	1561	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium novyi	1542	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium intestinale	36845	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium taeniosporum	394958	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium kluyveri	1534	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium estertheticum	238834	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium tyrobutyricum	1519	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium pasteurianum	1501	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium gasigenes	94869	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium saccharobutylicum	169679	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Alkaliphilus metalliredigens	208226	Bacteria	Terrabacteria group	NA	Clostridiaceae	Alkaliphilus
Alkaliphilus sp. B6464	2731219	Bacteria	Terrabacteria group	NA	Clostridiaceae	Alkaliphilus
Crassaminicella thermophila	2599308	Bacteria	Terrabacteria group	NA	Clostridiaceae	Crassaminicella
Acididesulfobacillus acetoxydans	1561005	Bacteria	Terrabacteria group	NA	Peptococcaceae	Acididesulfobacillus
Dehalobacterium formicoaceticum	51515	Bacteria	Terrabacteria group	NA	Peptococcaceae	Dehalobacterium
Desulfofarcimen acetoxidans	58138	Bacteria	Terrabacteria group	NA	Peptococcaceae	Desulfofarcimen
Candidatus Formimonas warabiya	1761012	Bacteria	Terrabacteria group	NA	Peptococcaceae	Candidatus Formimonas
Thermanaerosceptrum fracticalcis	1712410	Bacteria	Terrabacteria group	NA	Peptococcaceae	Thermanaerosceptrum
Clostridioides sp. ES-W-0016-02	2770788	Bacteria	Terrabacteria group	NA	Peptostreptococcaceae	Clostridioides
Acetoanaerobium sticklandii	1511	Bacteria	Terrabacteria group	NA	Peptostreptococcaceae	Acetoanaerobium
Terrisporobacter sp. MCA3	2813371	Bacteria	Terrabacteria group	NA	Peptostreptococcaceae	Terrisporobacter
Tepidibacter sp. 8C15b	2925782	Bacteria	Terrabacteria group	NA	Peptostreptococcaceae	Tepidibacter
Romboutsia hominis	1507512	Bacteria	Terrabacteria group	NA	Peptostreptococcaceae	Romboutsia
Lachnoclostridium phytofermentans	66219	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Lachnoclostridium
Butyrivibrio hungatei	185008	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Butyrivibrio
Blautia sp. SC05B48	2479767	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Blautia
Blautia argi	1912897	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Blautia
Cellulosilyticum lentocellum	29360	Bacteria	Terrabacteria group	NA	Cellulosilyticaceae	Cellulosilyticum
Anaerotignum propionicum	28446	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Anaerotignum
Pseudobutyrivibrio xylanivorans	185007	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Pseudobutyrivibrio
Desulfosporosinus youngiae	339862	Bacteria	Terrabacteria group	NA	Desulfitobacteriaceae	Desulfosporosinus
Desulfosporosinus orientis	1563	Bacteria	Terrabacteria group	NA	Desulfitobacteriaceae	Desulfosporosinus
Desulfosporosinus meridiei	79209	Bacteria	Terrabacteria group	NA	Desulfitobacteriaceae	Desulfosporosinus
Desulfitobacterium dichloroeliminans	233055	Bacteria	Terrabacteria group	NA	Desulfitobacteriaceae	Desulfitobacterium
Desulfitobacterium metallireducens	142877	Bacteria	Terrabacteria group	NA	Desulfitobacteriaceae	Desulfitobacterium
Syntrophobotulus glycolicus	51197	Bacteria	Terrabacteria group	NA	Desulfitobacteriaceae	Syntrophobotulus
Monoglobus pectinilyticus	1981510	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Monoglobus
Acetivibrio thermocellus	1515	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Acetivibrio
Thermoclostridium stercorarium	1510	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Thermoclostridium
Solibaculum mannosilyticum	2780922	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Solibaculum
Thermaerobacter sp. FW80	2546351	Bacteria	Terrabacteria group	NA	Clostridiales Family XVII. Incertae Sedis	Thermaerobacter
Emergencia timonensis	1776384	Bacteria	Terrabacteria group	NA	Eubacteriales Family XIII. Incertae Sedis	Emergencia
Alkalicella caledoniensis	2731377	Bacteria	Terrabacteria group	NA	Proteinivoraceae	Alkalicella
Candidatus Syntrophocurvum alkaliphilum	2293317	Bacteria	Terrabacteria group	NA	Syntrophomonadaceae	Candidatus Syntrophocurvum
Desulfoscipio gibsoniae	102134	Bacteria	Terrabacteria group	NA	Desulfallaceae	Desulfoscipio
Vallitalea guaymasensis	1185412	Bacteria	Terrabacteria group	NA	Vallitaleaceae	Vallitalea
Vallitalea pronyensis	1348613	Bacteria	Terrabacteria group	NA	Vallitaleaceae	Vallitalea
Desulfotomaculum nigrificans	1565	Bacteria	Terrabacteria group	NA	Desulfotomaculaceae	Desulfotomaculum
Moorella sp. Hama-1	2138101	Bacteria	Terrabacteria group	NA	Thermoanaerobacteraceae	Moorella
Moorella thermoacetica	1525	Bacteria	Terrabacteria group	NA	Thermoanaerobacteraceae	Moorella
Caldanaerobacter subterraneus	911092	Bacteria	Terrabacteria group	NA	Thermoanaerobacteraceae	Caldanaerobacter
Caldicellulosiruptor obsidiansis	717609	Bacteria	Terrabacteria group	NA	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor
Caldicellulosiruptor saccharolyticus	44001	Bacteria	Terrabacteria group	NA	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor
Thermoanaerobacterium sp. RBIITD	1550240	Bacteria	Terrabacteria group	NA	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium
Halanaerobium praevalens	2331	Bacteria	Terrabacteria group	NA	Halanaerobiaceae	Halanaerobium
Halanaerobium hydrogeniformans	656519	Bacteria	Terrabacteria group	NA	Halanaerobiaceae	Halanaerobium
Halothermothrix orenii	31909	Bacteria	Terrabacteria group	NA	Halanaerobiaceae	Halothermothrix
Iocasia fonsfrigidae	2682810	Bacteria	Terrabacteria group	NA	Halanaerobiaceae	Iocasia
Halobacteroides halobius	42422	Bacteria	Terrabacteria group	NA	Halobacteroidaceae	Halobacteroides
Acetohalobium arabaticum	28187	Bacteria	Terrabacteria group	NA	Halobacteroidaceae	Acetohalobium
Natranaerobius thermophilus	375929	Bacteria	Terrabacteria group	NA	Natranaerobiaceae	Natranaerobius
Peptoniphilus sp. SAHP1	2948573	Bacteria	Terrabacteria group	NA	Peptoniphilaceae	Peptoniphilus
Keratinibaculum paraultunense	1278232	Bacteria	Terrabacteria group	NA	Tepidimicrobiaceae	Keratinibaculum
Schnuerera ultunensis	45497	Bacteria	Terrabacteria group	NA	Tepidimicrobiaceae	Schnuerera
Ezakiella massiliensis	1852374	Bacteria	Terrabacteria group	NA	NA	Ezakiella
Megasphaera stantonii	2144175	Bacteria	Terrabacteria group	NA	Veillonellaceae	Megasphaera
Megasphaera elsdenii	907	Bacteria	Terrabacteria group	NA	Veillonellaceae	Megasphaera
Megasphaera massiliensis	1232428	Bacteria	Terrabacteria group	NA	Veillonellaceae	Megasphaera
Veillonella dispar	39778	Bacteria	Terrabacteria group	NA	Veillonellaceae	Veillonella
Dialister massiliensis	2161821	Bacteria	Terrabacteria group	NA	Veillonellaceae	Dialister
Selenomonas timonae	2754044	Bacteria	Terrabacteria group	NA	Selenomonadaceae	Selenomonas
Selenomonas sp. oral taxon 478	712538	Bacteria	Terrabacteria group	NA	Selenomonadaceae	Selenomonas
Phascolarctobacterium succinatutens	626940	Bacteria	Terrabacteria group	NA	Acidaminococcaceae	Phascolarctobacterium
Acidaminococcus intestini	187327	Bacteria	Terrabacteria group	NA	Acidaminococcaceae	Acidaminococcus
Erysipelothrix larvae	1514105	Bacteria	Terrabacteria group	NA	Erysipelotrichaceae	Erysipelothrix
Erysipelothrix sp. Poltava	2935859	Bacteria	Terrabacteria group	NA	Erysipelotrichaceae	Erysipelothrix
Allobaculum mucolyticum	2834459	Bacteria	Terrabacteria group	NA	Erysipelotrichaceae	Allobaculum
Bulleidia sp. zg-1006	2806552	Bacteria	Terrabacteria group	NA	Erysipelotrichaceae	Bulleidia
Turicibacter sp. H121	1712675	Bacteria	Terrabacteria group	NA	Turicibacteraceae	Turicibacter
endosymbiont 'TC1' of Trimyema compressum	243899	Bacteria	Terrabacteria group	NA	NA	NA
Actinomyces sp. oral taxon 414	712122	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Actinomyces radicidentis	111015	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Actinomyces viscosus	1656	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Schaalia meyeri	52773	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Schaalia
Schaalia sp. 19OD2882	2794089	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Schaalia
Trueperella bialowiezensis	312285	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Trueperella
Trueperella pecoris	2733571	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Trueperella
Mycobacterium canettii	78331	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium kansasii	1768	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium malmoense	1780	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium lacus	169765	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium ulcerans	1809	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium haemophilum	29311	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium conspicuum	44010	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycolicibacterium sediminis	1286180	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium phlei	1771	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium mengxianglii	2736649	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium chitae	1792	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacter terrae	1788	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacter
Corynebacterium occultum	2675219	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium renale	1724	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium lactis	1231000	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium striatum	43770	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium phocae	161895	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium lizhenjunii	2709394	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium vitaeruminis	38305	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium silvaticum	2320431	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium sp. ATCC 6931	1487956	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium aquilae	203263	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium casei	160386	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium imitans	156978	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium flavescens	28028	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium choanae	1862358	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium testudinoris	136857	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Rhodococcus ruber	1830	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus qingshengii	334542	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus pyridinivorans	103816	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus sp. C1	644410	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus opacus	37919	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus koreensis	99653	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Segniliparus rotundus	286802	Bacteria	Terrabacteria group	NA	Segniliparaceae	Segniliparus
Microlunatus elymi	2596828	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Microlunatus
Tessaracoccus flavescens	399497	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Tessaracoccus
Rothia kristinae	37923	Bacteria	Terrabacteria group	NA	Micrococcaceae	Rothia
Rothia sp. ZJ932	2810516	Bacteria	Terrabacteria group	NA	Micrococcaceae	Rothia
Arthrobacter sp. zg-Y462	2886936	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Kocuria sp. TGY1127_2	2711328	Bacteria	Terrabacteria group	NA	Micrococcaceae	Kocuria
Cellulomonas flavigena	1711	Bacteria	Terrabacteria group	NA	Cellulomonadaceae	Cellulomonas
Microbacterium amylolyticum	936337	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Agromyces sp. CFWR-12	2929802	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Agromyces
Agrococcus sp. SGAir0287	2070347	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Agrococcus
Agreia sp. COWG	2773266	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Agreia
Brevibacterium atlanticum	2697563	Bacteria	Terrabacteria group	NA	Brevibacteriaceae	Brevibacterium
Brevibacterium sandarakinum	629680	Bacteria	Terrabacteria group	NA	Brevibacteriaceae	Brevibacterium
Brevibacterium siliguriense	1136497	Bacteria	Terrabacteria group	NA	Brevibacteriaceae	Brevibacterium
Dermabacter jinjuensis	1667168	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Dermabacter
Georgenia sp. TF02-10	2917725	Bacteria	Terrabacteria group	NA	Bogoriellaceae	Georgenia
Intrasporangium calvum	53358	Bacteria	Terrabacteria group	NA	Intrasporangiaceae	Intrasporangium
Isoptericola dokdonensis	372663	Bacteria	Terrabacteria group	NA	Promicromonosporaceae	Isoptericola
Streptomyces sp. RerS4	2942449	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. RTd22	1841249	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. M56	1495638	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. S1D4-11	2721246	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. YPW6	2840373	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. NA02950	2742137	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces leeuwenhoekii	1437453	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces rimosus	1927	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces xinghaiensis	1038928	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces cyaneochromogenes	2496836	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces murinus	33900	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces tendae	1932	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces liliifuscus	2797636	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces ferrugineus	1413221	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces dengpaensis	2049881	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces huasconensis	1854574	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces qinzhouensis	2599401	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces cyanogenus	80860	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces actuosus	1885	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces nitrosporeus	28894	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces lividans	1916	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces aurantiacus	47760	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces hygroscopicus	1912	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces vinaceus	1960	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces genisteinicus	2768068	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptacidiphilus bronchialis	2126346	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Peterkaempfera
Streptacidiphilus sp. P02-A3a	2704468	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptacidiphilus
Bifidobacterium asteroides	1684	Bacteria	Terrabacteria group	NA	Bifidobacteriaceae	Bifidobacterium
Bifidobacterium pseudolongum	1694	Bacteria	Terrabacteria group	NA	Bifidobacteriaceae	Bifidobacterium
Scardovia inopinata	78259	Bacteria	Terrabacteria group	NA	Bifidobacteriaceae	Scardovia
Pseudonocardia autotrophica	2074	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Pseudonocardia
Pseudonocardia sp. DSM 110487	2865833	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Pseudonocardia
Amycolatopsis orientalis	31958	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Amycolatopsis
Amycolatopsis sp. FU40	2914159	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Amycolatopsis
Saccharomonospora glauca	40990	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Saccharomonospora
Saccharothrix sp. 6-C	2781735	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Saccharothrix
Jatrophihabitans sp. GAS493	1907575	Bacteria	Terrabacteria group	NA	Jatrophihabitantaceae	Jatrophihabitans
Thermomonospora curvata	2020	Bacteria	Terrabacteria group	NA	Thermomonosporaceae	Thermomonospora
Streptomonospora litoralis	2498135	Bacteria	Terrabacteria group	NA	Nocardiopsaceae	Streptomonospora
Micromonospora auratinigra	261654	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Micromonospora
Actinoplanes missouriensis	1866	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Actinoplanes
Dactylosporangium vinaceum	53362	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Dactylosporangium
Verrucosispora sp. NA02020	2742132	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Micromonospora
Natronoglycomyces albus	2811108	Bacteria	Terrabacteria group	NA	Glycomycetaceae	Natronoglycomyces
Frankia alni	1859	Bacteria	Terrabacteria group	NA	Frankiaceae	Frankia
Blastococcus saxobsidens	138336	Bacteria	Terrabacteria group	NA	Geodermatophilaceae	Blastococcus
Candidatus Planktophila vernalis	1884907	Bacteria	Terrabacteria group	NA	Candidatus Nanopelagicaceae	Candidatus Planktophila
Denitrobacterium detoxificans	79604	Bacteria	Terrabacteria group	NA	Eggerthellaceae	Denitrobacterium
Slackia heliotrinireducens	84110	Bacteria	Terrabacteria group	NA	Eggerthellaceae	Slackia
Eggerthella lenta	84112	Bacteria	Terrabacteria group	NA	Eggerthellaceae	Eggerthella
Raoultibacter timonensis	1907662	Bacteria	Terrabacteria group	NA	Eggerthellaceae	Raoultibacter
Phoenicibacter congonensis	1944646	Bacteria	Terrabacteria group	NA	Eggerthellaceae	Phoenicibacter
Olsenella uli	133926	Bacteria	Terrabacteria group	NA	Atopobiaceae	Olsenella
Atopobium sp. oral taxon 416	712157	Bacteria	Terrabacteria group	NA	Atopobiaceae	Atopobium
Rubrobacter indicoceani	2051957	Bacteria	Terrabacteria group	NA	Rubrobacteraceae	Rubrobacter
Miltoncostaea oceani	2843216	Bacteria	Terrabacteria group	NA	Miltoncostaeaceae	Miltoncostaea
Nostoc sp. PCC 7107	317936	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Nostoc sp. C052	2576902	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Nostoc sp. UHCC 0870	2914041	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'	1618022	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Nostoc sp. NIES-3756	1751286	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Nostoc sp. C057	2576903	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Nostoc sp. NIES-4103	2005458	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Nostoc edaphicum	264686	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Nostoc piscinale	224012	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Nostoc punctiforme	272131	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Anabaena cylindrica	1165	Bacteria	Terrabacteria group	NA	Nostocaceae	Anabaena
Anabaena sp. WA102	1647413	Bacteria	Terrabacteria group	NA	Nostocaceae	Anabaena
Fischerella sp. NIES-3754	1752063	Bacteria	Terrabacteria group	NA	Hapalosiphonaceae	Fischerella
Fischerella sp. NIES-4106	2005456	Bacteria	Terrabacteria group	NA	Hapalosiphonaceae	Fischerella
Calothrix sp. NIES-3974	2005462	Bacteria	Terrabacteria group	NA	Calotrichaceae	Calothrix
Calothrix sp. PCC 7507	99598	Bacteria	Terrabacteria group	NA	Calotrichaceae	Calothrix
Brasilonema sennae	1397703	Bacteria	Terrabacteria group	NA	Scytonemataceae	Brasilonema
Dolichospermum compactum	136073	Bacteria	Terrabacteria group	NA	Aphanizomenonaceae	Dolichospermum
Oscillatoria acuminata	118323	Bacteria	Terrabacteria group	NA	Oscillatoriaceae	Oscillatoria
Geitlerinema sp. PCC 7407	1173025	Bacteria	Terrabacteria group	NA	Coleofasciculaceae	Geitlerinema
Limnospira indica	147322	Bacteria	Terrabacteria group	NA	Sirenicapillariaceae	Limnospira
[Phormidium] sp. ETS-05	222819	Bacteria	Terrabacteria group	NA	NA	Koinonema
Gloeothece citriformis	2546356	Bacteria	Terrabacteria group	NA	Aphanothecaceae	Gloeothece
Candidatus Atelocyanobacterium thalassa	713887	Bacteria	Terrabacteria group	NA	Aphanothecaceae	Candidatus Atelocyanobacterium
Geminocystis sp. NIES-3709	1617448	Bacteria	Terrabacteria group	NA	Chroococcaceae	Geminocystis
Gloeocapsa sp. PCC 7428	1173026	Bacteria	Terrabacteria group	NA	Chroococcaceae	Gloeocapsa
Leptolyngbya sp. BL0902	1115757	Bacteria	Terrabacteria group	NA	Leptolyngbyaceae	Leptolyngbya
Pseudanabaena sp. ABRG5-3	685565	Bacteria	Terrabacteria group	NA	Pseudanabaenaceae	Pseudanabaena
Synechococcus sp. JA-2-3B'a(2-13)	321332	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Synechococcus sp. WH 8109	166314	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Synechococcus sp. PCC 7502	1173263	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Synechococcus sp. A15-127	1050624	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Synechococcus sp. RS9907	221350	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Synechococcus sp. A15-44	1050646	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Parasynechococcus marenigrum	2881428	Bacteria	Terrabacteria group	NA	Prochlorococcaceae	Parasynechococcus
Chroococcidiopsis sp. CCMEE 29	155894	Bacteria	Terrabacteria group	NA	Chroococcidiopsidaceae	Chroococcidiopsis
Stanieria cyanosphaera	102116	Bacteria	Terrabacteria group	NA	Dermocarpellaceae	Stanieria
Mycoplasma sp. SG1	2810348	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasma
Mycoplasma sp. Pen4	640330	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasma
Mycoplasma sp. Ms02	353851	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasma
Mycoplasma sp. (ex Biomphalaria glabrata)	1749074	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasma
Mycoplasma sp. E35C	2801918	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasma
Mycoplasma capricolum	2095	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasma
Mycoplasma gallisepticum	2096	Bacteria	Terrabacteria group	NA	Metamycoplasmataceae	Mycoplasmoides
Mycoplasma phocoenae	754517	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasma
Candidatus Mycoplasma haemolamae	141391	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasma
Mycoplasma genitalium	2097	Bacteria	Terrabacteria group	NA	Metamycoplasmataceae	Mycoplasmoides
Mycoplasma anserisalpingitidis	519450	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasma
Ureaplasma urealyticum	2130	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Ureaplasma
Mycoplasmopsis synoviae	2109	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasmopsis
Mycoplasmopsis pullorum	48003	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasmopsis
Mycoplasmopsis columboralis	171282	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasmopsis
Mycoplasmopsis citelli	171281	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasmopsis
Mycoplasmopsis bovirhinis	29553	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasmopsis
Mycoplasmopsis gallinacea	29556	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasmopsis
Mycoplasmopsis maculosa	114885	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasmopsis
Mycoplasmopsis gallopavonis	76629	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasmopsis
