taxa	taxid	superkingdom	clade	kingdom	family	genus
Parabacteroides distasonis	823	Bacteria	FCB group	NA	Tannerellaceae	Parabacteroides
Duncaniella dubosii	2518971	Bacteria	FCB group	NA	Muribaculaceae	Duncaniella
Petrimonas mucosa	1642646	Bacteria	FCB group	NA	Dysgonomonadaceae	Petrimonas
Draconibacterium orientale	1168034	Bacteria	FCB group	NA	Prolixibacteraceae	Draconibacterium
Alkaliflexus sp. Ai-910	2949635	Bacteria	FCB group	NA	Marinilabiliaceae	Alkaliflexus
Alkalitalea saponilacus	889453	Bacteria	FCB group	NA	Marinilabiliaceae	Alkalitalea
Flavobacterium sp. 140616W15	2478552	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Flavobacterium sp. KK2020170	2830782	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Flavobacterium sp. F-323	2893885	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Flavobacterium sp. SLB02	2665645	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Flavobacterium sp. LPB0248	2614441	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Flavobacterium sp. F-29	2893883	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Flavobacterium sp. B183	907046	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Flavobacterium sp. KBS0721	1179672	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Flavobacterium sp. GENT5	1751095	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Flavobacterium davisii	2906077	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Flavobacterium alkalisoli	2602769	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Flavobacterium enshiense	1341165	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Muricauda sp. SCSIO 64092	2908842	Bacteria	FCB group	NA	Flavobacteriaceae	Muricauda
Polaribacter cellanae	2818493	Bacteria	FCB group	NA	Flavobacteriaceae	Polaribacter
Tenacibaculum todarodis	1850252	Bacteria	FCB group	NA	Flavobacteriaceae	Tenacibaculum
Winogradskyella sp. PC-19	754417	Bacteria	FCB group	NA	Flavobacteriaceae	Winogradskyella
Winogradskyella forsetii	2686077	Bacteria	FCB group	NA	Flavobacteriaceae	Winogradskyella
Psychroflexus torquis	57029	Bacteria	FCB group	NA	Flavobacteriaceae	Psychroflexus
Aequorivita sublithincola	101385	Bacteria	FCB group	NA	Flavobacteriaceae	Aequorivita
Lutibacter sp. A80	2918453	Bacteria	FCB group	NA	Flavobacteriaceae	Lutibacter
Formosa sp. Hel1_33_131	1336794	Bacteria	FCB group	NA	Flavobacteriaceae	Formosa
Antarcticibacterium sp. 1MA-6-2	2908210	Bacteria	FCB group	NA	Flavobacteriaceae	Antarcticibacterium
Antarcticibacterium flavum	2058175	Bacteria	FCB group	NA	Flavobacteriaceae	Antarcticibacterium
Gramella sp. MAR_2010_147	1250205	Bacteria	FCB group	NA	Flavobacteriaceae	Gramella
Gramella sp. GC03-9	2920386	Bacteria	FCB group	NA	Flavobacteriaceae	Gramella
Gramella flava	1486245	Bacteria	FCB group	NA	Flavobacteriaceae	Gramella
Muriicola soli	2507538	Bacteria	FCB group	NA	Flavobacteriaceae	Muriicola
Flagellimonas sp. HMM57	2905121	Bacteria	FCB group	NA	Flavobacteriaceae	Flagellimonas
Aegicerativicinus sediminis	2893202	Bacteria	FCB group	NA	Flavobacteriaceae	Aegicerativicinus
Marixanthomonas sp. SCSIO 43207	2779360	Bacteria	FCB group	NA	Flavobacteriaceae	Marixanthomonas
Robiginitalea biformata	252307	Bacteria	FCB group	NA	Flavobacteriaceae	Robiginitalea
Leeuwenhoekiella palythoae	573501	Bacteria	FCB group	NA	Flavobacteriaceae	Leeuwenhoekiella
Salegentibacter salegens	143223	Bacteria	FCB group	NA	Flavobacteriaceae	Salegentibacter
Tamlana sp. s12	1630406	Bacteria	FCB group	NA	Flavobacteriaceae	Tamlana
Chryseobacterium sp. T16E-39	2015076	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Chryseobacterium sp. SC2-2	2929800	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Chryseobacterium sp. MEBOG06	2879938	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Chryseobacterium sp. PCH239	2825845	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Chryseobacterium sp. G0162	2487063	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Chryseobacterium sp. StRB126	878220	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Chryseobacterium salivictor	2547600	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Chryseobacterium gallinarum	1324352	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Chryseobacterium joostei	112234	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Kaistella jeonii	266749	Bacteria	FCB group	NA	Weeksellaceae	Kaistella
Kaistella sp. GW4-15	2878534	Bacteria	FCB group	NA	Weeksellaceae	Kaistella
Elizabethkingia miricola	172045	Bacteria	FCB group	NA	Weeksellaceae	Elizabethkingia
Apibacter sp. B3706	2656760	Bacteria	FCB group	NA	Weeksellaceae	Apibacter
Weeksella virosa	1014	Bacteria	FCB group	NA	Weeksellaceae	Weeksella
Owenweeksia hongkongensis	253245	Bacteria	FCB group	NA	Schleiferiaceae	Owenweeksia
Spirosoma sp. KUDC1026	2745947	Bacteria	FCB group	NA	Cytophagaceae	Spirosoma
Spirosoma montaniterrae	1178516	Bacteria	FCB group	NA	Cytophagaceae	Spirosoma
Spirosoma radiotolerans	1379870	Bacteria	FCB group	NA	Cytophagaceae	Spirosoma
Rhodocytophaga rosea	2704465	Bacteria	FCB group	NA	Cytophagaceae	Rhodocytophaga
Hymenobacter sp. 5413J-13	2932251	Bacteria	FCB group	NA	Hymenobacteraceae	Hymenobacter
Hymenobacter sp. S2-20-2	2761579	Bacteria	FCB group	NA	Hymenobacteraceae	Hymenobacter
Hymenobacter qilianensis	1385715	Bacteria	FCB group	NA	Hymenobacteraceae	Hymenobacter
Hymenobacter monticola	1705399	Bacteria	FCB group	NA	Hymenobacteraceae	Hymenobacter
Larkinella sp. IE-0392	2907205	Bacteria	FCB group	NA	Spirosomaceae	Larkinella
Echinicola vietnamensis	390884	Bacteria	FCB group	NA	Cyclobacteriaceae	Echinicola
Algoriphagus sp. NBT04N3	2705473	Bacteria	FCB group	NA	Cyclobacteriaceae	Algoriphagus
Flammeovirga kamogawensis	373891	Bacteria	FCB group	NA	Flammeovirgaceae	Flammeovirga
Flammeovirga pectinis	2494373	Bacteria	FCB group	NA	Flammeovirgaceae	Flammeovirga
Cardinium endosymbiont of Oedothorax gibbosus	931101	Bacteria	FCB group	NA	Amoebophilaceae	Candidatus Cardinium
Bernardetia litoralis	999	Bacteria	FCB group	NA	Bernardetiaceae	Bernardetia
Pedobacter sp. SW-16	2766984	Bacteria	FCB group	NA	Sphingobacteriaceae	Pedobacter
Pedobacter sp. PACM 27299	1727164	Bacteria	FCB group	NA	Sphingobacteriaceae	Pedobacter
Pedobacter sp. Q8-18	2895286	Bacteria	FCB group	NA	Sphingobacteriaceae	Pedobacter
Pedobacter suwonensis	332999	Bacteria	FCB group	NA	Sphingobacteriaceae	Pedobacter
Pedobacter ginsengisoli	363852	Bacteria	FCB group	NA	Sphingobacteriaceae	Pedobacter
Pedobacter schmidteae	2201271	Bacteria	FCB group	NA	Sphingobacteriaceae	Pedobacter
Sphingobacterium sp. PCS056	2931400	Bacteria	FCB group	NA	Sphingobacteriaceae	Sphingobacterium
Sphingobacterium thalpophilum	259	Bacteria	FCB group	NA	Sphingobacteriaceae	Sphingobacterium
Sphingobacterium siyangense	459529	Bacteria	FCB group	NA	Sphingobacteriaceae	Sphingobacterium
Mucilaginibacter sp. 14171R-50	2703789	Bacteria	FCB group	NA	Sphingobacteriaceae	Mucilaginibacter
Mucilaginibacter mallensis	652787	Bacteria	FCB group	NA	Sphingobacteriaceae	Mucilaginibacter
Mucilaginibacter mali	2740462	Bacteria	FCB group	NA	Sphingobacteriaceae	Mucilaginibacter
Solitalea sp. S2-8	2911172	Bacteria	FCB group	NA	Sphingobacteriaceae	Solitalea
Anseongella ginsenosidimutans	496056	Bacteria	FCB group	NA	Sphingobacteriaceae	Anseongella
Chitinophaga pinensis	79329	Bacteria	FCB group	NA	Chitinophagaceae	Chitinophaga
Chitinophaga agri	2703787	Bacteria	FCB group	NA	Chitinophagaceae	Chitinophaga
Chitinophaga alhagiae	2203219	Bacteria	FCB group	NA	Chitinophagaceae	Chitinophaga
Chitinophaga oryzae	2725414	Bacteria	FCB group	NA	Chitinophagaceae	Chitinophaga
Flavihumibacter sp. IMCC34838	2838156	Bacteria	FCB group	NA	Chitinophagaceae	Flavihumibacter
Niastella koreensis	354356	Bacteria	FCB group	NA	Chitinophagaceae	Niastella
Lacibacter sp. S13-6-6	2760713	Bacteria	FCB group	NA	Chitinophagaceae	Lacibacter
Rhodothermus marinus	29549	Bacteria	FCB group	NA	Rhodothermaceae	Rhodothermus
Candidatus Sulfidibacterium hydrothermale	2875962	Bacteria	FCB group	NA	NA	Candidatus Sulfidibacterium
Haliscomenobacter hydrossis	2350	Bacteria	FCB group	NA	Haliscomenobacteraceae	Haliscomenobacter
Chlorobaculum limnaeum	274537	Bacteria	FCB group	NA	Chlorobiaceae	Chlorobaculum
Gemmatimonas phototrophica	1379270	Bacteria	FCB group	NA	Gemmatimonadaceae	Gemmatimonas
Leptotrichia sp. oral taxon 218	712361	Bacteria	NA	NA	Leptotrichiaceae	Leptotrichia
Fusobacterium varium	856	Bacteria	NA	NA	Fusobacteriaceae	Fusobacterium
Candidatus Nanosynbacter featherlites	2572088	Bacteria	Bacteria candidate phyla	NA	Candidatus Nanosynbacteraceae	Candidatus Nanosynbacter
Candidatus Absconditicoccus praedator	2735562	Bacteria	Bacteria candidate phyla	NA	Candidatus Absconditicoccaceae	Candidatus Absconditicoccus
Mesotoga prima	1184387	Bacteria	NA	NA	Kosmotogaceae	Mesotoga
Borreliella burgdorferi	139	Bacteria	NA	NA	Borreliaceae	Borreliella
Candidatus Borreliella tachyglossi	1964448	Bacteria	NA	NA	Borreliaceae	Borreliella
Borrelia coriaceae	144	Bacteria	NA	NA	Borreliaceae	Borrelia
Borrelia miyamotoi	47466	Bacteria	NA	NA	Borreliaceae	Borrelia
Treponema putidum	221027	Bacteria	NA	NA	Treponemataceae	Treponema
Treponema peruense	2787628	Bacteria	NA	NA	Treponemataceae	Treponema
Sediminispirochaeta smaragdinae	55206	Bacteria	NA	NA	Spirochaetaceae	Sediminispirochaeta
Oceanispirochaeta crateris	2518645	Bacteria	NA	NA	Spirochaetaceae	Oceanispirochaeta
Brachyspira pilosicoli	52584	Bacteria	NA	NA	Brachyspiraceae	Brachyspira
Brachyspira murdochii	84378	Bacteria	NA	NA	Brachyspiraceae	Brachyspira
Leptospira mayottensis	1137606	Bacteria	NA	NA	Leptospiraceae	Leptospira
Pirellula staleyi	125	Bacteria	PVC group	NA	Pirellulaceae	Pirellula
Roseimaritima multifibrata	1930274	Bacteria	PVC group	NA	Pirellulaceae	Roseimaritima
Bremerella volcania	2527984	Bacteria	PVC group	NA	Pirellulaceae	Bremerella
Botrimarina mediterranea	2528022	Bacteria	PVC group	NA	Lacipirellulaceae	Botrimarina
Frigoriglobus tundricola	2774151	Bacteria	PVC group	NA	Gemmataceae	Frigoriglobus
Paludisphaera borealis	1387353	Bacteria	PVC group	NA	Isosphaeraceae	Paludisphaera
Gimesia panareensis	2527978	Bacteria	PVC group	NA	Planctomycetaceae	Gimesia
Poriferisphaera corsica	2528020	Bacteria	PVC group	NA	Phycisphaeraceae	Poriferisphaera
Oleiharenicola sp. KSB-15	2862869	Bacteria	PVC group	NA	Opitutaceae	Horticoccus
Sulfuriroseicoccus oceanibius	2707525	Bacteria	PVC group	NA	Verrucomicrobiaceae	Sulfuriroseicoccus
Chlamydia felis	83556	Bacteria	PVC group	NA	Chlamydiaceae	Chlamydia
Kiritimatiella glycovorans	1307763	Bacteria	PVC group	NA	Kiritimatiellaceae	Kiritimatiella
Deferribacter desulfuricans	197162	Bacteria	NA	NA	Deferribacteraceae	Deferribacter
Mucispirillum schaedleri	248039	Bacteria	NA	NA	Mucispirillaceae	Mucispirillum
Aminobacterium colombiense	81468	Bacteria	NA	NA	Aminobacteriaceae	Aminobacterium
Acetomicrobium mobile	97477	Bacteria	NA	NA	Acetomicrobiaceae	Acetomicrobium
Thermovirga lienii	336261	Bacteria	NA	NA	Thermovirgaceae	Thermovirga
Acidobacterium capsulatum	33075	Bacteria	NA	NA	Acidobacteriaceae	Acidobacterium
Terriglobus roseus	392734	Bacteria	NA	NA	Acidobacteriaceae	Terriglobus
Thermotomaculum hydrothermale	981385	Bacteria	NA	NA	Thermotomaculaceae	Thermotomaculum
Persephonella marina	309805	Bacteria	NA	NA	Hydrogenothermaceae	Persephonella
Thermodesulfobacterium commune	1741	Bacteria	NA	NA	Thermodesulfobacteriaceae	Thermodesulfobacterium
Thermosulfurimonas marina	2047767	Bacteria	NA	NA	Thermodesulfobacteriaceae	Thermosulfurimonas
Haladaptatus sp. PSR5	2884875	Archaea	Stenosarchaea group	NA	Halobacteriaceae	Haladaptatus
Halorussus pelagicus	2505977	Archaea	Stenosarchaea group	NA	Halobacteriaceae	Halorussus
Haloplanus rubicundus	1547898	Archaea	Stenosarchaea group	NA	Haloferacaceae	Haloplanus
Halorubrum sp. CBA1229	1853699	Archaea	Stenosarchaea group	NA	Halorubraceae	Halorubrum
Halovivax sp. KZCA124	2817025	Archaea	Stenosarchaea group	NA	Natrialbaceae	Halovivax
Methanosarcina acetivorans	2214	Archaea	Stenosarchaea group	NA	Methanosarcinaceae	Methanosarcina
Methanosarcina flavescens	1715806	Archaea	Stenosarchaea group	NA	Methanosarcinaceae	Methanosarcina
Methanococcoides burtonii	29291	Archaea	Stenosarchaea group	NA	Methanosarcinaceae	Methanococcoides
Methanoregula formicica	882104	Archaea	Stenosarchaea group	NA	Methanoregulaceae	Methanoregula
Methanobrevibacter sp. AbM4	224719	Archaea	Methanomada group	NA	Methanobacteriaceae	Methanobrevibacter
Methanobacterium lacus	877455	Archaea	Methanomada group	NA	Methanobacteriaceae	Methanobacterium
Thermococcus sibiricus	172049	Archaea	NA	NA	Thermococcaceae	Thermococcus
Thermococcus sp. IOH2	2866384	Archaea	NA	NA	Thermococcaceae	Thermococcus
Methanonatronarchaeum sp. AMET6-2	2933293	Archaea	NA	NA	Methanonatronarchaeaceae	Methanonatronarchaeum
Ferroglobus placidus	54261	Archaea	NA	NA	Archaeoglobaceae	Ferroglobus
Sulfolobus sp. A20	1891280	Archaea	TACK group	NA	Sulfolobaceae	Sulfolobus
Caldivirga maquilingensis	76887	Archaea	TACK group	NA	Thermoproteaceae	Caldivirga
Candidatus Nitrosocosmicus oleophilus	1353260	Archaea	TACK group	NA	Nitrososphaeraceae	Candidatus Nitrosocosmicus
Candidatus Nitrosocosmicus hydrocola	1826872	Archaea	TACK group	NA	Nitrososphaeraceae	Candidatus Nitrosocosmicus
Nitrosopumilus maritimus	338192	Archaea	TACK group	NA	Nitrosopumilaceae	Nitrosopumilus
Candidatus Nitrosopumilus sediminis	1229909	Archaea	TACK group	NA	Nitrosopumilaceae	Nitrosopumilus
Candidatus Nitrosopumilus koreensis	1510466	Archaea	TACK group	NA	Nitrosopumilaceae	Nitrosopumilus
Candidatus Korarchaeum cryptofilum	498846	Archaea	TACK group	NA	NA	Candidatus Korarchaeum
Candidatus Methanomassiliicoccus intestinalis	1406512	Archaea	NA	NA	Methanomassiliicoccaceae	Methanomassiliicoccus
Ferroplasma acidarmanus	97393	Archaea	NA	NA	Ferroplasmaceae	Ferroplasma
Physalis rugose mosaic virus	2607629	Viruses	Riboviria	Orthornavirae	Solemoviridae	Sobemovirus
Wuhan heteroptera virus 3	1923703	Viruses	Riboviria	NA	NA	NA
Dhakavirus wg01	2560456	Viruses	Duplodnaviria	Heunggongvirae	Straboviridae	Dhakavirus
Pelagibacter phage HTVC008M	1283076	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Muldoonvirus PS2	2846184	Viruses	Duplodnaviria	Heunggongvirae	NA	Muldoonvirus
Geobacillus virus E3	1572712	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Streptococcus phage phiARI0468-2	1701828	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Gordonia phage Geodirt	2483670	Viruses	Duplodnaviria	Heunggongvirae	NA	Vividuovirus
Staphylococcus phage StB12	1147042	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Sepunavirus IPLAC1C	1980931	Viruses	Duplodnaviria	Heunggongvirae	Herelleviridae	Sepunavirus
Elpedvirus LpeD	2845137	Viruses	Duplodnaviria	Heunggongvirae	Herelleviridae	Elpedvirus
Ovine gammaherpesvirus 2	10398	Viruses	Duplodnaviria	Heunggongvirae	Herpesviridae	Macavirus
Hyphantria cunea nucleopolyhedrovirus	28288	Viruses	NA	NA	Baculoviridae	Alphabaculovirus
Ectropis obliqua nucleopolyhedrovirus	59376	Viruses	NA	NA	Baculoviridae	Alphabaculovirus
Drosophila melanogaster nudivirus A	2844101	Viruses	NA	NA	Nudiviridae	Alphanudivirus
White spot syndrome virus	342409	Viruses	NA	NA	Nimaviridae	Whispovirus
Lymphocystis disease virus 4	2704413	Viruses	Varidnaviria	Bamfordvirae	Iridoviridae	Lymphocystivirus
Invertebrate iridescent virus 31	345199	Viruses	Varidnaviria	Bamfordvirae	Iridoviridae	Iridovirus
Cafeteria roenbergensis virus	1513235	Viruses	Varidnaviria	Bamfordvirae	Mimiviridae	Cafeteriavirus
Pandoravirus dulcis	1349409	Viruses	NA	NA	NA	Pandoravirus
Diolcogaster facetosa bracovirus	2083300	Viruses	NA	NA	Polydnaviriformidae	Bracoviriform
Usarudivirus SIRV10	2846588	Viruses	Adnaviria	Zilligvirae	Rudiviridae	Usarudivirus
Cryptococcus gattii VGII	1859096	Eukaryota	Opisthokonta	Fungi	Cryptococcaceae	Cryptococcus
Hammondia hammondi	99158	Eukaryota	Sar	NA	Sarcocystidae	Hammondia
Theileria equi	5872	Eukaryota	Sar	NA	Theileriidae	Theileria
Phytophthora capsici	4784	Eukaryota	Sar	NA	Peronosporaceae	Phytophthora
Acanthamoeba castellanii	5755	Eukaryota	Amoebozoa	NA	Acanthamoebidae	Acanthamoeba
Trypanosoma rangeli	5698	Eukaryota	Discoba	NA	Trypanosomatidae	Trypanosoma
Leishmania tarentolae	5689	Eukaryota	Discoba	NA	Trypanosomatidae	Leishmania
Streptococcus sp. CNU G2	2686210	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus sp. HSISS3	1316412	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Lactococcus taiwanensis	1151742	Bacteria	Terrabacteria group	NA	Streptococcaceae	Lactococcus
Lactobacillus kullabergensis	1218493	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Lacticaseibacillus casei	1582	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lacticaseibacillus
Limosilactobacillus panis	47493	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Limosilactobacillus
Leuconostoc sp. C2	979982	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Leuconostoc
Pediococcus claussenii	187452	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Pediococcus
Companilactobacillus crustorum	392416	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Companilactobacillus
Oenococcus kitaharae	336988	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Oenococcus
Lentilactobacillus hilgardii	1588	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lentilactobacillus
Lentilactobacillus curieae	1138822	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lentilactobacillus
Enterococcus wangshanyuanii	2005703	Bacteria	Terrabacteria group	NA	Enterococcaceae	Enterococcus
Tetragenococcus halophilus	51669	Bacteria	Terrabacteria group	NA	Enterococcaceae	Tetragenococcus
Vagococcus hydrophili	2714947	Bacteria	Terrabacteria group	NA	Enterococcaceae	Vagococcus
Carnobacterium sp. 17-4	208596	Bacteria	Terrabacteria group	NA	Carnobacteriaceae	Carnobacterium
Ignavigranum ruoffiae	89093	Bacteria	Terrabacteria group	NA	Aerococcaceae	Ignavigranum
Staphylococcus sp. 17KM0847	2583989	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus sp. 11-B-312	2799680	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus hyicus	1284	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Bacillus mobilis	2026190	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus spizizenii	96241	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. LJBS17	2859227	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. N1-1	2682541	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus fonticola	2728853	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus smithii	1479	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus infantis	324767	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Lysinibacillus sp. SGAir0095	2070463	Bacteria	Terrabacteria group	NA	Bacillaceae	Lysinibacillus
Lysinibacillus sp. PLM2	2929796	Bacteria	Terrabacteria group	NA	Bacillaceae	Lysinibacillus
Cytobacillus sp. CY-G	2901381	Bacteria	Terrabacteria group	NA	Bacillaceae	Cytobacillus
Cytobacillus kochii	859143	Bacteria	Terrabacteria group	NA	Bacillaceae	Cytobacillus
Cytobacillus gottheilii	859144	Bacteria	Terrabacteria group	NA	Bacillaceae	Cytobacillus
Geobacillus thermodenitrificans	33940	Bacteria	Terrabacteria group	NA	Bacillaceae	Geobacillus
Geobacillus zalihae	213419	Bacteria	Terrabacteria group	NA	Bacillaceae	Geobacillus
Alkalihalophilus pseudofirmus	79885	Bacteria	Terrabacteria group	NA	Bacillaceae	Alkalihalophilus
Anaerobacillus isosaccharinicus	1532552	Bacteria	Terrabacteria group	NA	Bacillaceae	Anaerobacillus
Exiguobacterium sibiricum	332410	Bacteria	Terrabacteria group	NA	NA	Exiguobacterium
Exiguobacterium sp. AT1b	360911	Bacteria	Terrabacteria group	NA	NA	Exiguobacterium
Paenibacillus sp. FSL R7-0273	1536772	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus algicola	2565926	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus pabuli	1472	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus baekrokdamisoli	1712516	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus naphthalenovorans	162209	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus konkukensis	2020716	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenisporosarcina antarctica	417367	Bacteria	Terrabacteria group	NA	Planococcaceae	Paenisporosarcina
Listeria sp. PSOL-1	1844999	Bacteria	Terrabacteria group	NA	Listeriaceae	Listeria
Thermaerobacter sp. FW80	2546351	Bacteria	Terrabacteria group	NA	Clostridiales Family XVII. Incertae Sedis	Thermaerobacter
Flintibacter sp. KGMB00164	2610895	Bacteria	Terrabacteria group	NA	NA	Flintibacter
Clostridium diolis	223919	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
[Clostridium] scindens	29347	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Lachnoclostridium
Candidatus Desulforudis audaxviator	471827	Bacteria	Terrabacteria group	NA	Peptococcaceae	Candidatus Desulforudis
Syntrophothermus lipocalidus	86170	Bacteria	Terrabacteria group	NA	Syntrophomonadaceae	Syntrophothermus
Desulfosporosinus meridiei	79209	Bacteria	Terrabacteria group	NA	Desulfitobacteriaceae	Desulfosporosinus
Heliomicrobium modesticaldum	35701	Bacteria	Terrabacteria group	NA	Heliobacteriaceae	Heliomicrobium
Selenomonas timonae	2754044	Bacteria	Terrabacteria group	NA	Selenomonadaceae	Selenomonas
Megamonas hypermegale	158847	Bacteria	Terrabacteria group	NA	Selenomonadaceae	Megamonas
Pelosinus fermentans	365349	Bacteria	Terrabacteria group	NA	Sporomusaceae	Pelosinus
Erysipelothrix sp. HDW6C	2714930	Bacteria	Terrabacteria group	NA	Erysipelotrichaceae	Erysipelothrix
Erysipelothrix rhusiopathiae	1648	Bacteria	Terrabacteria group	NA	Erysipelotrichaceae	Erysipelothrix
Allobaculum sp. Allo2	2853432	Bacteria	Terrabacteria group	NA	Erysipelotrichaceae	Allobaculum
Mycobacterium koreense	1069220	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacillus
Mycolicibacterium septicum	98668	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycobacterium doricum	126673	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium celeriflavum	1249101	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium insubricum	444597	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Corynebacterium sp. NML98-0116	702967	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium riegelii	156976	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium stationis	1705	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium sphenisci	191493	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium frankenforstense	1230998	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium diphtheriae	1717	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium vitaeruminis	38305	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Rhodococcus qingshengii	334542	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus sp. PBTS 1	1653478	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Nocardia wallacei	480035	Bacteria	Terrabacteria group	NA	Nocardiaceae	Nocardia
Actinomyces sp. oral taxon 171	706438	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Actinomyces sp. oral taxon 169	712116	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Actinomyces sp. Z16	2079536	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Actinomyces trachealis	2763540	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Actinomyces qiguomingii	2057800	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Arcanobacterium phocae	131112	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Arcanobacterium
Actinotignum schaalii	59505	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinotignum
Kocuria varians	1272	Bacteria	Terrabacteria group	NA	Micrococcaceae	Kocuria
Arthrobacter sp. PM3	2017685	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter sp. 24S4-2	2575374	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter sp. PAMC25564	2565366	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
