taxa	taxid	superkingdom	clade	kingdom	family	genus
Veillonella parvula	29466	Bacteria	Terrabacteria group	NA	Veillonellaceae	Veillonella
Veillonella rodentium	248315	Bacteria	Terrabacteria group	NA	Veillonellaceae	Veillonella
Veillonella atypica	39777	Bacteria	Terrabacteria group	NA	Veillonellaceae	Veillonella
Veillonella dispar	39778	Bacteria	Terrabacteria group	NA	Veillonellaceae	Veillonella
Veillonella nakazawae	2682456	Bacteria	Terrabacteria group	NA	Veillonellaceae	Veillonella
Veillonella sp. S12025-13	2682455	Bacteria	Terrabacteria group	NA	Veillonellaceae	Veillonella
Dialister pneumosintes	39950	Bacteria	Terrabacteria group	NA	Veillonellaceae	Dialister
Megasphaera massiliensis	1232428	Bacteria	Terrabacteria group	NA	Veillonellaceae	Megasphaera
Megasphaera stantonii	2144175	Bacteria	Terrabacteria group	NA	Veillonellaceae	Megasphaera
Megasphaera elsdenii	907	Bacteria	Terrabacteria group	NA	Veillonellaceae	Megasphaera
Methylomusa anaerophila	1930071	Bacteria	Terrabacteria group	NA	Sporomusaceae	Methylomusa
Sporomusa termitida	2377	Bacteria	Terrabacteria group	NA	Sporomusaceae	Sporomusa
Pelosinus sp. UFO1	484770	Bacteria	Terrabacteria group	NA	Sporomusaceae	Pelosinus
Pelosinus fermentans	365349	Bacteria	Terrabacteria group	NA	Sporomusaceae	Pelosinus
Selenomonas sputigena	69823	Bacteria	Terrabacteria group	NA	Selenomonadaceae	Selenomonas
Selenomonas ruminantium	971	Bacteria	Terrabacteria group	NA	Selenomonadaceae	Selenomonas
Selenomonas sp. oral taxon 920	1884263	Bacteria	Terrabacteria group	NA	Selenomonadaceae	Selenomonas
Selenomonas sp. oral taxon 478	712538	Bacteria	Terrabacteria group	NA	Selenomonadaceae	Selenomonas
Selenomonas sp. oral taxon 136	713030	Bacteria	Terrabacteria group	NA	Selenomonadaceae	Selenomonas
Selenomonas timonae	2754044	Bacteria	Terrabacteria group	NA	Selenomonadaceae	Selenomonas
Pectinatus frisingensis	865	Bacteria	Terrabacteria group	NA	Selenomonadaceae	Pectinatus
Megamonas funiformis	437897	Bacteria	Terrabacteria group	NA	Selenomonadaceae	Megamonas
Megamonas hypermegale	158847	Bacteria	Terrabacteria group	NA	Selenomonadaceae	Megamonas
Phascolarctobacterium faecium	33025	Bacteria	Terrabacteria group	NA	Acidaminococcaceae	Phascolarctobacterium
Phascolarctobacterium succinatutens	626940	Bacteria	Terrabacteria group	NA	Acidaminococcaceae	Phascolarctobacterium
Phascolarctobacterium sp. Marseille-Q4147	2823317	Bacteria	Terrabacteria group	NA	Acidaminococcaceae	Phascolarctobacterium
Acidaminococcus intestini	187327	Bacteria	Terrabacteria group	NA	Acidaminococcaceae	Acidaminococcus
Acidaminococcus fermentans	905	Bacteria	Terrabacteria group	NA	Acidaminococcaceae	Acidaminococcus
Bacillus cereus	1396	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus thuringiensis	1428	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus anthracis	1392	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus mycoides	1405	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus pseudomycoides	64104	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus paranthracis	2026186	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus pacificus	2026187	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus cytotoxicus	580165	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus wiedmannii	1890302	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus tropicus	2026188	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus velezensis	492670	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus amyloliquefaciens	1390	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus siamensis	659243	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus subtilis	1423	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus halotolerans	260554	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus spizizenii	96241	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus atrophaeus	1452	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus paralicheniformis	1648923	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus licheniformis	1402	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. KH172YL63	2709784	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. Lzh-5	2049935	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. Cs-700	2589818	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. NSP9.1	1071078	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. SB49	1071080	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. 7D3	2851015	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. CRB-7	2874284	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. ZHX3	2841656	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. FJAT-22090	1581038	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. ZY-1-1	2093834	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. JY-23	2933872	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. H8-1	2930532	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. LJBS17	2859227	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. Y1	352858	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus altitudinis	293387	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus aquiflavi	2672567	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus shivajii	1983719	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus haynesii	1925021	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus gobiensis	1441095	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus methanolicus	1471	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus safensis	561879	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus fonticola	2728853	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Weizmannia coagulans	1398	Bacteria	Terrabacteria group	NA	Bacillaceae	Weizmannia
Lysinibacillus timonensis	2086577	Bacteria	Terrabacteria group	NA	Bacillaceae	Lysinibacillus
Lysinibacillus sp. GJ-1	2896845	Bacteria	Terrabacteria group	NA	Bacillaceae	Lysinibacillus
Lysinibacillus sp. Ag94	2936682	Bacteria	Terrabacteria group	NA	Bacillaceae	Lysinibacillus
Lysinibacillus fusiformis	28031	Bacteria	Terrabacteria group	NA	Bacillaceae	Lysinibacillus
Lysinibacillus sphaericus	1421	Bacteria	Terrabacteria group	NA	Bacillaceae	Lysinibacillus
Lysinibacillus agricola	2590012	Bacteria	Terrabacteria group	NA	Bacillaceae	Lysinibacillus
Priestia megaterium	1404	Bacteria	Terrabacteria group	NA	Bacillaceae	Priestia
Priestia aryabhattai	412384	Bacteria	Terrabacteria group	NA	Bacillaceae	Priestia
Priestia flexa	86664	Bacteria	Terrabacteria group	NA	Bacillaceae	Priestia
Priestia koreensis	284581	Bacteria	Terrabacteria group	NA	Bacillaceae	Priestia
Geobacillus sp. GHH01	1233873	Bacteria	Terrabacteria group	NA	Bacillaceae	Geobacillus
Geobacillus sp. C56-T3	691437	Bacteria	Terrabacteria group	NA	Bacillaceae	Geobacillus
Geobacillus subterraneus	129338	Bacteria	Terrabacteria group	NA	Bacillaceae	Geobacillus
Geobacillus thermoleovorans	33941	Bacteria	Terrabacteria group	NA	Bacillaceae	Geobacillus
Geobacillus thermodenitrificans	33940	Bacteria	Terrabacteria group	NA	Bacillaceae	Geobacillus
Fictibacillus phosphorivorans	1221500	Bacteria	Terrabacteria group	NA	Bacillaceae	Fictibacillus
Fictibacillus arsenicus	255247	Bacteria	Terrabacteria group	NA	Bacillaceae	Fictibacillus
Metabacillus sp. KUDC1714	2745198	Bacteria	Terrabacteria group	NA	Bacillaceae	Metabacillus
Metabacillus sp. B2-18	2897333	Bacteria	Terrabacteria group	NA	Bacillaceae	Metabacillus
Metabacillus sp. cB07	2806989	Bacteria	Terrabacteria group	NA	Bacillaceae	Metabacillus
Metabacillus litoralis	152268	Bacteria	Terrabacteria group	NA	Bacillaceae	Metabacillus
Cytobacillus oceanisediminis	665099	Bacteria	Terrabacteria group	NA	Bacillaceae	Cytobacillus
Anoxybacillus flavithermus	33934	Bacteria	Terrabacteria group	NA	Bacillaceae	Anoxybacillus
Anoxybacillus sp. PDR2	1636720	Bacteria	Terrabacteria group	NA	Bacillaceae	Anoxybacillus
Anoxybacillus sediminis	2613334	Bacteria	Terrabacteria group	NA	Bacillaceae	Anoxybacillus
Lentibacillus sp. CBA3610	2518176	Bacteria	Terrabacteria group	NA	Bacillaceae	Lentibacillus
Psychrobacillus glaciei	2283160	Bacteria	Terrabacteria group	NA	Bacillaceae	Psychrobacillus
Peribacillus psychrosaccharolyticus	1407	Bacteria	Terrabacteria group	NA	Bacillaceae	Peribacillus
Peribacillus asahii	228899	Bacteria	Terrabacteria group	NA	Bacillaceae	Peribacillus
Peribacillus frigoritolerans	450367	Bacteria	Terrabacteria group	NA	Bacillaceae	Peribacillus
Heyndrickxia oleronia	38875	Bacteria	Terrabacteria group	NA	Bacillaceae	Heyndrickxia
Heyndrickxia vini	1476025	Bacteria	Terrabacteria group	NA	Bacillaceae	Heyndrickxia
Evansella cellulosilytica	1413	Bacteria	Terrabacteria group	NA	Bacillaceae	Evansella
Radiobacillus deserti	2594883	Bacteria	Terrabacteria group	NA	Bacillaceae	Radiobacillus
Parageobacillus thermoglucosidasius	1426	Bacteria	Terrabacteria group	NA	Bacillaceae	Parageobacillus
Salicibibacter cibi	2743001	Bacteria	Terrabacteria group	NA	Bacillaceae	Salicibibacter
Salicibibacter cibarius	2743000	Bacteria	Terrabacteria group	NA	Bacillaceae	Salicibibacter
Mesobacillus foraminis	279826	Bacteria	Terrabacteria group	NA	Bacillaceae	Mesobacillus
Neobacillus drentensis	220684	Bacteria	Terrabacteria group	NA	Bacillaceae	Neobacillus
Neobacillus mesonae	1193713	Bacteria	Terrabacteria group	NA	Bacillaceae	Neobacillus
Oceanobacillus kimchii	746691	Bacteria	Terrabacteria group	NA	Bacillaceae	Oceanobacillus
Alkalihalobacillus lehensis	300825	Bacteria	Terrabacteria group	NA	Bacillaceae	Alkalihalobacillus
Alkalihalobacillus miscanthi	2598861	Bacteria	Terrabacteria group	NA	Bacillaceae	Alkalihalobacillus
Caldalkalibacillus thermarum	296745	Bacteria	Terrabacteria group	NA	Bacillaceae	Caldalkalibacillus
Hydrogenibacillus sp. N12	2866627	Bacteria	Terrabacteria group	NA	Bacillales Family X. Incertae Sedis	Hydrogenibacillus
Virgibacillus sp. MSP4-1	2700081	Bacteria	Terrabacteria group	NA	Bacillaceae	Virgibacillus
Virgibacillus sp. NKC19-16	2831673	Bacteria	Terrabacteria group	NA	Bacillaceae	Virgibacillus
Paenalkalicoccus suaedae	2592382	Bacteria	Terrabacteria group	NA	Bacillaceae	Paenalkalicoccus
Niallia sp. Man26	2912824	Bacteria	Terrabacteria group	NA	Bacillaceae	Niallia
Halobacillus mangrovi	402384	Bacteria	Terrabacteria group	NA	Bacillaceae	Halobacillus
Staphylococcus aureus	1280	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus epidermidis	1282	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus condimenti	70255	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus argenteus	985002	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus felis	46127	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus pseudintermedius	283734	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus hominis	1290	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus auricularis	29379	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus lugdunensis	28035	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus haemolyticus	1283	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus simulans	1286	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus pasteuri	45972	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus sp. AntiMn-1	1715860	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus saprophyticus	29385	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus xylosus	1288	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus warneri	1292	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus capitis	29388	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus pettenkoferi	170573	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus cohnii	29382	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Mammaliicoccus vitulinus	71237	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Mammaliicoccus
Mammaliicoccus lentus	42858	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Mammaliicoccus
Mammaliicoccus stepanovicii	643214	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Mammaliicoccus
Macrococcus canis	1855823	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Macrococcus
Macrococcus sp. IME1552	1898474	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Macrococcus
Jeotgalicoccus sp. WY2	2708346	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Jeotgalicoccus
Jeotgalicoccus sp. ATCC 8456	946435	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Jeotgalicoccus
Paenibacillus polymyxa	1406	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus physcomitrellae	1619311	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus larvae	1464	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. FSL R5-0345	1536770	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. YPD9-1	2908839	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. CAA11	1532905	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. sptzw28	715179	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. IHB B 3084	867076	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. DCT19	2211212	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. lzh-N1	2069255	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. BIHB4019	1870819	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus albus	2495582	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus thiaminolyticus	49283	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus konkukensis	2020716	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus azoreducens	116718	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus swuensis	1178515	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus tianjinensis	2810347	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus lutimineralis	2707005	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus alvei	44250	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus mucilaginosus	61624	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus lautus	1401	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus rhizovicinus	2704463	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus durus	44251	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus antarcticus	253703	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus odorifer	189426	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Brevibacillus laterosporus	1465	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Brevibacillus
Brevibacillus agri	51101	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Brevibacillus
Brevibacillus sp. MMS20-4M-10-Y	2895522	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Brevibacillus
Brevibacillus parabrevis	54914	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Brevibacillus
Brevibacillus composti	2796470	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Brevibacillus
Cohnella sp. LGH	1619153	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Cohnella
Cohnella abietis	2507935	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Cohnella
Aneurinibacillus soli	1500254	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Aneurinibacillus
Listeria monocytogenes	1639	Bacteria	Terrabacteria group	NA	Listeriaceae	Listeria
Listeria innocua	1642	Bacteria	Terrabacteria group	NA	Listeriaceae	Listeria
Listeria grayi	1641	Bacteria	Terrabacteria group	NA	Listeriaceae	Listeria
Brochothrix thermosphacta	2756	Bacteria	Terrabacteria group	NA	Listeriaceae	Brochothrix
Ureibacillus thermophilus	367743	Bacteria	Terrabacteria group	NA	Planococcaceae	Ureibacillus
Planococcus sp. MB-3u-03	2058136	Bacteria	Terrabacteria group	NA	Planococcaceae	Planococcus
Planococcus lenghuensis	2213202	Bacteria	Terrabacteria group	NA	Planococcaceae	Planococcus
Planococcus antarcticus	161360	Bacteria	Terrabacteria group	NA	Planococcaceae	Planococcus
Planococcus donghaensis	414778	Bacteria	Terrabacteria group	NA	Planococcaceae	Planococcus
Solibacillus silvestris	76853	Bacteria	Terrabacteria group	NA	Planococcaceae	Solibacillus
Solibacillus sp. R5-41	2048654	Bacteria	Terrabacteria group	NA	Planococcaceae	Solibacillus
Sporosarcina pasteurii	1474	Bacteria	Terrabacteria group	NA	Planococcaceae	Sporosarcina
Sporosarcina sp. P37	1930546	Bacteria	Terrabacteria group	NA	Planococcaceae	Sporosarcina
Sporosarcina sp. Marseille-Q4063	2810514	Bacteria	Terrabacteria group	NA	Planococcaceae	Sporosarcina
Paenisporosarcina cavernae	2320858	Bacteria	Terrabacteria group	NA	Planococcaceae	Paenisporosarcina
Paenisporosarcina antarctica	417367	Bacteria	Terrabacteria group	NA	Planococcaceae	Paenisporosarcina
Viridibacillus sp. JNUCC-6	2779527	Bacteria	Terrabacteria group	NA	Planococcaceae	Viridibacillus
Rummeliibacillus stabekisii	241244	Bacteria	Terrabacteria group	NA	Planococcaceae	Rummeliibacillus
Alicyclobacillus acidocaldarius	405212	Bacteria	Terrabacteria group	NA	Alicyclobacillaceae	Alicyclobacillus
Alicyclobacillus mengziensis	2931921	Bacteria	Terrabacteria group	NA	Alicyclobacillaceae	Alicyclobacillus
Alicyclobacillus sp. TC	2606450	Bacteria	Terrabacteria group	NA	Alicyclobacillaceae	Alicyclobacillus
Kyrpidia spormannii	2055160	Bacteria	Terrabacteria group	NA	Alicyclobacillaceae	Kyrpidia
Kyrpidia tusciae	33943	Bacteria	Terrabacteria group	NA	Alicyclobacillaceae	Kyrpidia
Effusibacillus dendaii	2743772	Bacteria	Terrabacteria group	NA	Alicyclobacillaceae	Effusibacillus
Gemella haemolysans	1379	Bacteria	Terrabacteria group	NA	NA	Gemella
Gemella sp. zg-570	2840371	Bacteria	Terrabacteria group	NA	NA	Gemella
Gemella sanguinis	84135	Bacteria	Terrabacteria group	NA	NA	Gemella
Gemella morbillorum	29391	Bacteria	Terrabacteria group	NA	NA	Gemella
Exiguobacterium sp. PFWT01	2829816	Bacteria	Terrabacteria group	NA	NA	Exiguobacterium
Exiguobacterium alkaliphilum	1428684	Bacteria	Terrabacteria group	NA	NA	Exiguobacterium
Kroppenstedtia eburnea	714067	Bacteria	Terrabacteria group	NA	Thermoactinomycetaceae	Kroppenstedtia
Kroppenstedtia pulmonis	1380685	Bacteria	Terrabacteria group	NA	Thermoactinomycetaceae	Kroppenstedtia
Thermoactinomyces vulgaris	2026	Bacteria	Terrabacteria group	NA	Thermoactinomycetaceae	Thermoactinomyces
Laceyella sacchari	37482	Bacteria	Terrabacteria group	NA	Thermoactinomycetaceae	Laceyella
Novibacillus thermophilus	1471761	Bacteria	Terrabacteria group	NA	Thermoactinomycetaceae	Novibacillus
Polycladomyces abyssicola	1125966	Bacteria	Terrabacteria group	NA	Thermoactinomycetaceae	Polycladomyces
Lactobacillus jensenii	109790	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Lactobacillus acidophilus	1579	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Lactobacillus delbrueckii	1584	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Lactobacillus acetotolerans	1600	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Lactobacillus sp. JM1	2690380	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Lactobacillus iners	147802	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Lactobacillus crispatus	47770	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Lactobacillus gallinarum	52242	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Lactobacillus johnsonii	33959	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Lactobacillus helveticus	1587	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Lactobacillus amylolyticus	83683	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Limosilactobacillus fermentum	1613	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Limosilactobacillus
Limosilactobacillus mucosae	97478	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Limosilactobacillus
Limosilactobacillus reuteri	1598	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Limosilactobacillus
Limosilactobacillus vaginalis	1633	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Limosilactobacillus
Lacticaseibacillus paracasei	1597	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lacticaseibacillus
Lacticaseibacillus rhamnosus	47715	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lacticaseibacillus
Lacticaseibacillus zeae	57037	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lacticaseibacillus
Levilactobacillus suantsaii	2292255	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Levilactobacillus
Levilactobacillus brevis	1580	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Levilactobacillus
Levilactobacillus koreensis	637971	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Levilactobacillus
Ligilactobacillus salivarius	1624	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Ligilactobacillus
Ligilactobacillus acidipiscis	89059	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Ligilactobacillus
Ligilactobacillus ruminis	1623	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Ligilactobacillus
Ligilactobacillus murinus	1622	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Ligilactobacillus
Pediococcus acidilactici	1254	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Pediococcus
Pediococcus pentosaceus	1255	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Pediococcus
Pediococcus damnosus	51663	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Pediococcus
Pediococcus claussenii	187452	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Pediococcus
Latilactobacillus sakei	1599	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Latilactobacillus
Lactiplantibacillus plantarum	1590	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactiplantibacillus
Lactiplantibacillus pentosus	1589	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactiplantibacillus
Paucilactobacillus oligofermentans	293371	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Paucilactobacillus
Periweissella cryptocerci	2506420	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Periweissella
Acetilactobacillus jinshanensis	1720083	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Acetilactobacillus
Companilactobacillus futsaii	938155	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Companilactobacillus
Lentilactobacillus buchneri	1581	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lentilactobacillus
Leuconostoc mesenteroides	1245	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Leuconostoc
Leuconostoc sp. MTCC 10508	2698683	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Leuconostoc
Leuconostoc citreum	33964	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Leuconostoc
Furfurilactobacillus rossiae	231049	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Furfurilactobacillus
Weissella hellenica	46256	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Weissella
Weissella ceti	759620	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Weissella
Loigolactobacillus bifermentans	1607	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Loigolactobacillus
Loigolactobacillus coryniformis	1610	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Loigolactobacillus
Bombilactobacillus sp. SG4_D2	2923362	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Bombilactobacillus
Bombilactobacillus bombi	1303590	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Bombilactobacillus
Fructilactobacillus lindneri	53444	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Fructilactobacillus
Streptococcus thermophilus	1308	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus pyogenes	1314	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus pneumoniae	1313	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus oralis	1303	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus infantis	68892	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus sanguinis	1305	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus agalactiae	1311	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus suis	1307	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus mutans	1309	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
